interview_id,application_id,candidate_id,interview_type,scheduled_at,completed_at,interview_status,technical_score,communication_score,overall_score,recommendation,feedback
review-clean4-messy-INT-0031571,review-clean4-messy-APP-018588,review-clean4-messy-CAND-04458, Cultural Fit ,2026-07-04T16:00:00,07/04T21:00:00/2026,Completed,,2.3,,Maybe, Citizen these number nice series agent. 
review-clean4-messy-INT-0031572,review-clean4-messy-APP-018589,review-clean4-messy-CAND-02945,Phone Screen,06/08T16:00:00/2026,2026-06-08T19:00:00,Completed,N/A,,1.0,Leaning No,Since another audience risk perform because pretty.
review-clean4-messy-INT-0031573,review-clean4-messy-APP-018590,review-clean4-messy-CAND-02131,phone screen,2026-06-19T08:00:00,2026-06-19T11:00:00,Cancelled,4.2,2.3,4.0,Leaning No,Bar important sort window whatever.
review-clean4-messy-INT-0031574,review-clean4-messy-APP-018590,review-clean4-messy-CAND-02131,Cultural Fit,06/20T17:00:00/2026,,SCHEDULED,1.9,,,hire,Or star might project personal tonight report.
review-clean4-messy-INT-0031575,review-clean4-messy-APP-018590,review-clean4-messy-CAND-02131,Technical,06/23T15:00:00/2026,2026-06-23T20:00:00,No hire,,N/A, 2.1 ,Leaning No,Fight might again car add stay trade carry.
review-clean4-messy-INT-0031576,review-clean4-messy-APP-018591,review-clean4-messy-CAND-02602,Final Panel,07/05T10:00:00/2026,2026-07-05T16:00:00,Completed,3.1,2.3,2.1,Hire,Property our bank talk including.
review-clean4-messy-INT-0031577,review-clean4-messy-APP-018591,review-clean4-messy-CAND-02602,Coding Challenge,2026-07-08T11:00:00,,SCHEDULED,1.3,3.1,1.7,Leaning No,
review-clean4-messy-INT-0031578,review-clean4-messy-APP-018592,review-clean4-messy-CAND-00177,Phone Screen,2026-07-11T12:00:00,2026-07-11T19:00:00,Completed,,N/A,4.1,Leaning No,
review-clean4-messy-INT-0031579,review-clean4-messy-APP-018593,review-clean4-messy-CAND-03493,Phone Screen,2026-06-15T16:00:00,2026-06-15T22:00:00,No hire,N/A,foo,,no hire,
review-clean4-messy-INT-0031580,review-clean4-messy-APP-018593,review-clean4-messy-CAND-03493, Cultural Fit ,2026-06-17T17:00:00,,Done,1.2,4.7,NaN,No Hire,Society media energy something understand.
review-clean4-messy-INT-0031581,review-clean4-messy-APP-018594,review-clean4-messy-CAND-03443,Phone Screen,2026-06-22T10:00:00,,Scheduled,2.0,1.5,3.0,Hire,Special difference war lawyer author note since.
review-clean4-messy-INT-0031582,review-clean4-messy-APP-018595,review-clean4-messy-CAND-01931,Phone Screen,2026-06-02T13:00:00,2026-06-02T18:00:00,Joined,,3.4,NaN,Strong Hire,Case western perhaps since may until.
review-clean4-messy-INT-0031583,review-clean4-messy-APP-018595,review-clean4-messy-CAND-01931,Technical,2026-06-04T14:00:00,2026-06-04T19:00:00,Completed,3.5,,3.6,Strong Hire,Hour treatment across if edge population.
review-clean4-messy-INT-0031584,review-clean4-messy-APP-018598,review-clean4-messy-CAND-03362,Phone Screen,2026-06-01T11:00:00,2026-06-01T16:00:00,Cancelled,4.5,N/A,1.2,Maybe,
review-clean4-messy-INT-0031585,review-clean4-messy-APP-018598,review-clean4-messy-CAND-03362,Technical,06/02T16:00:00/2026,2026-06-03T00:00:00,Cancelled,N/A,4.5,foo,Hire,Report during person cold its consider fly might.
review-clean4-messy-INT-0031586,review-clean4-messy-APP-018599,review-clean4-messy-CAND-01431,Phone Screen,2026-07-25T10:00:00,07/25T13:00:00/2026,Offer accepted,1.1,1.6,4.9,Hire,
review-clean4-messy-INT-0031587,review-clean4-messy-APP-018599,review-clean4-messy-CAND-01431,Coding Challenge,07/28T08:00:00/2026,2026-07-28T15:00:00,Offer accepted,2.3,4.1,1.0,Hire,
review-clean4-messy-INT-0031588,review-clean4-messy-APP-018600,review-clean4-messy-CAND-02548,Phone Screen,2026-08-11T11:00:00,,Scheduled,,1.7,2.6,Hire,Direction after whole tonight lay thus student.
review-clean4-messy-INT-0031589,review-clean4-messy-APP-018600,review-clean4-messy-CAND-02548,Final Panel,2026-08-13T13:00:00,2026-08-13T15:00:00,Completed,foo,,NaN,Leaning No, Learn mention I hotel realize mission feeling. 
review-clean4-messy-INT-0031590,review-clean4-messy-APP-018601,review-clean4-messy-CAND-04524,Phone Screen,2026-07-04T13:00:00,07/04T14:00:00/2026,Cancelled,4.5,1.4,2.0,strong hire,Power policy big positive hundred up maybe.
review-clean4-messy-INT-0031591,review-clean4-messy-APP-018602,review-clean4-messy-CAND-01080,Phone Screen,07/11T14:00:00/2026,2026-07-11T20:00:00,No hire,1.1,1.4,1.5,No Hire,
review-clean4-messy-INT-0031592,review-clean4-messy-APP-018602,review-clean4-messy-CAND-01080,Final Panel,07/13T10:00:00/2026,,Completed,3.5,4.2,4.9,Leaning No,
review-clean4-messy-INT-0031593,review-clean4-messy-APP-018602,review-clean4-messy-CAND-01080,HR Round,2026-07-13T09:00:00,,Rejected,foo,1.9,3.5,Hire,Beyond size staff never.
review-clean4-messy-INT-0031594,review-clean4-messy-APP-018603,review-clean4-messy-CAND-00859,Phone Screen,05/25T12:00:00/2026,,Scheduled,foo,4.4,3.0,Strong Hire,
review-clean4-messy-INT-0031595,review-clean4-messy-APP-018603,review-clean4-messy-CAND-00859,technical,2026-05-26T14:00:00,,Scheduled,N/A,2.0,1.1,No Hire, Major lose easy fund from between piece. 
review-clean4-messy-INT-0031596,review-clean4-messy-APP-018604,review-clean4-messy-CAND-01200,Phone Screen,2026-07-01T12:00:00,,Scheduled,foo,4.2,,Leaning No,No future eight anyone world rock.
review-clean4-messy-INT-0031597,review-clean4-messy-APP-018604,review-clean4-messy-CAND-01200,Technical,2026-07-03T11:00:00,2026-07-03T15:00:00,Completed,3.9,1.4,3.4,Leaning No,
review-clean4-messy-INT-0031598,review-clean4-messy-APP-018605,review-clean4-messy-CAND-00814,Phone Screen,06/27T13:00:00/2026,2026-06-27T17:00:00,Completed,2.5,4.5,3.6,leaning no,
review-clean4-messy-INT-0031599,review-clean4-messy-APP-018605,review-clean4-messy-CAND-00814,Phone Screen,2026-06-30T12:00:00,,Scheduled,2.0,3.1, 4.8 ,hire, People nearly color set. 
review-clean4-messy-INT-0031600,review-clean4-messy-APP-018606,review-clean4-messy-CAND-02764,Phone Screen,2026-07-15T08:00:00,,Scheduled,,2.9,3.4,Leaning No,
review-clean4-messy-INT-0031601,review-clean4-messy-APP-018607,review-clean4-messy-CAND-01028, Phone Screen ,08/08T12:00:00/2026,,Cancelled,2.0,N/A,2.1,No Hire,Address itself south.
review-clean4-messy-INT-0031602,review-clean4-messy-APP-018608,review-clean4-messy-CAND-04337,Phone Screen,2026-06-06T08:00:00,,No hire,2.9,2.8,,Leaning No, Month green much executive ball focus buy. 
review-clean4-messy-INT-0031603,review-clean4-messy-APP-018609,review-clean4-messy-CAND-00634,Phone Screen,2026-08-13T08:00:00,,Completed,,4.3,3.9,No Hire,Artist put fund throw.
review-clean4-messy-INT-0031604,review-clean4-messy-APP-018609,review-clean4-messy-CAND-00634,Technical,08/15T13:00:00/2026,,Scheduled,foo,2.8,3.0,Hire, Trial take series local student civil leave. 
review-clean4-messy-INT-0031605,review-clean4-messy-APP-018609,review-clean4-messy-CAND-00634,Final Panel,2026-08-15T09:00:00,08/15T14:00:00/2026,Cancelled,4.3,3.3,NaN,Leaning No,Tell a already couple whole.
review-clean4-messy-INT-0031606,review-clean4-messy-APP-018610,review-clean4-messy-CAND-04768, Phone Screen ,2026-08-11T09:00:00,2026-08-11T13:00:00,Offer accepted,1.2,5.0,,Hire, Term face truth form action. 
review-clean4-messy-INT-0031607,review-clean4-messy-APP-018610,review-clean4-messy-CAND-04768,Technical,2026-08-12T09:00:00,08/12T12:00:00/2026,Completed,1.1,1.1,  ,Hire,
review-clean4-messy-INT-0031608,review-clean4-messy-APP-018611,review-clean4-messy-CAND-00145, Phone Screen ,2026-08-17T08:00:00,,Scheduled,,1.0,,Leaning No,
review-clean4-messy-INT-0031609,review-clean4-messy-APP-018613,review-clean4-messy-CAND-04624,Phone Screen,2026-07-04T14:00:00,,Scheduled,3.9,2.7,3.7,No Hire,Third work wall most power.
review-clean4-messy-INT-0031610,review-clean4-messy-APP-018613,review-clean4-messy-CAND-04624,Technical,2026-07-07T17:00:00,,CANCELLED,1.6,NaN,,Leaning No,
review-clean4-messy-INT-0031611,review-clean4-messy-APP-018614,review-clean4-messy-CAND-02899,Phone Screen,2026-08-27T12:00:00,,Cancelled,foo,,1.8,Strong Hire,Mother able item.
review-clean4-messy-INT-0031612,review-clean4-messy-APP-018614,review-clean4-messy-CAND-02899,technical,08/30T08:00:00/2026,2026-08-30T16:00:00,Cancelled,3.3,,1.3,Hire,Fire activity which east season share.
review-clean4-messy-INT-0031613,review-clean4-messy-APP-018615,review-clean4-messy-CAND-04350,Phone Screen,2026-08-18T13:00:00,2026-08-18T20:00:00,Completed,foo,,3.6,Leaning No,Air not operation just hotel.
review-clean4-messy-INT-0031614,review-clean4-messy-APP-018616,review-clean4-messy-CAND-03066,Phone Screen,2026-07-07T09:00:00,,Scheduled,2.3,,1.0,Hire,Must social loss along offer population.
review-clean4-messy-INT-0031615,review-clean4-messy-APP-018616,review-clean4-messy-CAND-03066,Coding Challenge,07/10T09:00:00/2026,2026-07-10T10:00:00,Completed,3.3,2.2,  ,Hire,Local teach decision high effort.
review-clean4-messy-INT-0031616,review-clean4-messy-APP-018617,review-clean4-messy-CAND-01757,Phone Screen,2026-06-28T11:00:00,2026-06-28T12:00:00,Completed, 4.9 ,1.5,1.1,Strong Hire,
review-clean4-messy-INT-0031617,review-clean4-messy-APP-018618,review-clean4-messy-CAND-00762,Phone Screen,2026-06-25T10:00:00,06/25T14:00:00/2026,Completed,3.4,3.4,2.6,hire,
review-clean4-messy-INT-0031618,review-clean4-messy-APP-018618,review-clean4-messy-CAND-00762,Coding Challenge,2026-06-27T15:00:00,2026-06-27T20:00:00,Cancelled,2.9,1.4,2.1,No Hire,Others our including deal behind that.
review-clean4-messy-INT-0031619,review-clean4-messy-APP-018619,review-clean4-messy-CAND-04565,Phone Screen,08/09T15:00:00/2026,08/09T21:00:00/2026,Completed,4.3,NaN,4.9,Strong Hire,
review-clean4-messy-INT-0031620,review-clean4-messy-APP-018620,review-clean4-messy-CAND-01344,Phone Screen,2026-08-16T08:00:00,,Scheduled,1.7, 4.8 ,2.6,strong hire,
review-clean4-messy-INT-0031621,review-clean4-messy-APP-018622,review-clean4-messy-CAND-03859,Phone Screen,2026-07-07T08:00:00,,Scheduled,1.7,4.2,,Leaning No,Ten such information.
review-clean4-messy-INT-0031622,review-clean4-messy-APP-018622,review-clean4-messy-CAND-03859,cultural fit,2026-07-10T11:00:00,2026-07-10T18:00:00,completed,2.2, 3.1 ,1.4,Leaning No,Bar let cultural bad break nation age.
review-clean4-messy-INT-0031623,review-clean4-messy-APP-018623,review-clean4-messy-CAND-04305,Phone Screen,2026-07-27T08:00:00,2026-07-27T14:00:00,Completed,1.0,NaN,3.5,Hire,
review-clean4-messy-INT-0031624,review-clean4-messy-APP-018624,review-clean4-messy-CAND-00678, Phone Screen ,07/05T08:00:00/2026,2026-07-05T12:00:00,Cancelled,foo,3.2, 4.2 ,Strong Hire, Real offer thing rise good guy garden. 
review-clean4-messy-INT-0031625,review-clean4-messy-APP-018624,review-clean4-messy-CAND-00678,Final Panel,2026-07-07T16:00:00,,Completed,2.5,N/A,N/A,Maybe,Term machine sea bit.
review-clean4-messy-INT-0031626,review-clean4-messy-APP-018625,review-clean4-messy-CAND-01620,Phone Screen,2026-06-19T11:00:00,,Scheduled,,1.2,4.2,Strong Hire,
review-clean4-messy-INT-0031627,review-clean4-messy-APP-018625,review-clean4-messy-CAND-01620,Technical,2026-06-20T08:00:00,2026-06-20T16:00:00,Completed,3.7,NaN,1.0,leaning no,Around million attorney.
review-clean4-messy-INT-0031628,review-clean4-messy-APP-018625,review-clean4-messy-CAND-01620,Technical,2026-06-25T14:00:00,2026-06-25T17:00:00,Joined,3.1,2.3,4.6,hire,Piece bed short also.
review-clean4-messy-INT-0031629,review-clean4-messy-APP-018626,review-clean4-messy-CAND-01598,HR Round,2026-07-20T13:00:00,2026-07-20T16:00:00,Completed,5.0,  ,3.0,no hire,
review-clean4-messy-INT-0031630,review-clean4-messy-APP-018626,review-clean4-messy-CAND-01598,Phone Screen,2026-07-22T08:00:00,,Cancelled,3.5,1.1,4.7,hire,Moment new put entire.
review-clean4-messy-INT-0031631,review-clean4-messy-APP-018627,review-clean4-messy-CAND-04938, Phone Screen ,2026-08-04T14:00:00,2026-08-04T15:00:00,Completed,3.2,3.2,foo,,Another every suddenly perform fear on pay.
review-clean4-messy-INT-0031632,review-clean4-messy-APP-018627,review-clean4-messy-CAND-04938,Technical,08/05T15:00:00/2026,,Offer accepted,3.7,,2.9,No Hire, Entire could sense chance Republican. 
review-clean4-messy-INT-0031633,review-clean4-messy-APP-018628,review-clean4-messy-CAND-00215,Phone Screen,2026-06-14T10:00:00,2026-06-14T15:00:00,No hire,foo,2.2,foo,Hire,
review-clean4-messy-INT-0031634,review-clean4-messy-APP-018628,review-clean4-messy-CAND-00215,Technical,06/17T09:00:00/2026,,Cancelled,4.2,1.9,,Leaning No,Institution early share realize oil attorney.
review-clean4-messy-INT-0031635,review-clean4-messy-APP-018628,review-clean4-messy-CAND-00215,Phone Screen,2026-06-16T12:00:00,,Done,NaN,1.2,,No Hire,
review-clean4-messy-INT-0031636,review-clean4-messy-APP-018628,review-clean4-messy-CAND-00215,Final Panel,06/20T15:00:00/2026,,Offer accepted,4.3,,,Leaning No,
review-clean4-messy-INT-0031637,review-clean4-messy-APP-018629,review-clean4-messy-CAND-02796,Phone Screen,2026-07-10T11:00:00,2026-07-10T16:00:00,Completed,foo,4.5,1.9,No Hire,Government list face maintain.
review-clean4-messy-INT-0031638,review-clean4-messy-APP-018629,review-clean4-messy-CAND-02796, Cultural Fit ,2026-07-12T13:00:00,,Scheduled,3.2,1.6,4.8,Leaning No,Sometimes traditional standard throw matter theory understand.
review-clean4-messy-INT-0031639,review-clean4-messy-APP-018629,review-clean4-messy-CAND-02796,Phone Screen,2026-07-14T15:00:00,2026-07-14T18:00:00,Completed,,NaN,N/A,No Hire, Me usually ever room she prove. 
review-clean4-messy-INT-0031640,review-clean4-messy-APP-018630,review-clean4-messy-CAND-03205, Phone Screen ,2026-05-31T10:00:00,2026-05-31T15:00:00,Completed,1.4,2.3,2.0,Leaning No,Plan run last agent whether.
review-clean4-messy-INT-0031641,review-clean4-messy-APP-018630,review-clean4-messy-CAND-03205,Phone Screen,2026-06-02T15:00:00,2026-06-02T17:00:00,Cancelled,  ,,  ,Leaning No,Gas arrive eat prove increase national.
review-clean4-messy-INT-0031642,review-clean4-messy-APP-018630,review-clean4-messy-CAND-03205,Coding Challenge,2026-06-02T09:00:00,2026-06-02T11:00:00,Completed,3.9,3.6,3.7,No Hire,
review-clean4-messy-INT-0031643,review-clean4-messy-APP-018631,review-clean4-messy-CAND-00325,phone screen,07/24T16:00:00/2026,2026-07-24T20:00:00,Completed,foo,4.2,1.8,Strong Hire,
review-clean4-messy-INT-0031644,review-clean4-messy-APP-018631,review-clean4-messy-CAND-00325, Cultural Fit ,2026-07-27T11:00:00,,Scheduled,2.9,2.4,4.0,No Hire,
review-clean4-messy-INT-0031645,review-clean4-messy-APP-018632,review-clean4-messy-CAND-01453,Phone Screen,2026-07-21T13:00:00,2026-07-21T21:00:00,Completed,N/A,NaN,5.0,hire,State matter read purpose.
review-clean4-messy-INT-0031646,review-clean4-messy-APP-018633,review-clean4-messy-CAND-04035,HR Round,2026-08-22T17:00:00,2026-08-22T22:00:00,Completed,1.0,  ,,Strong Hire,
review-clean4-messy-INT-0031647,review-clean4-messy-APP-018633,review-clean4-messy-CAND-04035,Technical,2026-08-24T14:00:00,2026-08-24T21:00:00,Joined,3.0,4.3,1.8,Maybe, Partner coach friend site after. 
review-clean4-messy-INT-0031648,review-clean4-messy-APP-018633,review-clean4-messy-CAND-04035,Technical,08/28T17:00:00/2026,,Scheduled,,1.3,,Strong Hire,Party month board author white.
review-clean4-messy-INT-0031649,review-clean4-messy-APP-018634,review-clean4-messy-CAND-02674,Phone Screen,2026-07-14T12:00:00,,Scheduled,2.7, 2.0 ,,No Hire,
review-clean4-messy-INT-0031650,review-clean4-messy-APP-018634,review-clean4-messy-CAND-02674,Final Panel,2026-07-17T10:00:00,,Scheduled,2.6,,3.8,strong hire,Get production system.
review-clean4-messy-INT-0031651,review-clean4-messy-APP-018636,review-clean4-messy-CAND-04377,phone screen,06/02T14:00:00/2026,2026-06-02T18:00:00,Cancelled,NaN,1.5,1.7,Hire,
review-clean4-messy-INT-0031652,review-clean4-messy-APP-018636,review-clean4-messy-CAND-04377,Technical,2026-06-05T10:00:00,2026-06-05T16:00:00,Completed,,4.8,3.3,Strong Hire,Between tell fund.
review-clean4-messy-INT-0031653,review-clean4-messy-APP-018637,review-clean4-messy-CAND-01408,HR Round,2026-06-27T12:00:00,2026-06-27T13:00:00,Offer accepted,,1.6,4.9,No Hire,Include Republican recent establish learn follow.
review-clean4-messy-INT-0031654,review-clean4-messy-APP-018639,review-clean4-messy-CAND-04366,Final Panel,2026-07-28T17:00:00,2026-07-28T20:00:00,Rejected,,3.9,,,
review-clean4-messy-INT-0031655,review-clean4-messy-APP-018640,review-clean4-messy-CAND-01427,Final Panel,06/15T13:00:00/2026,,Rejected,,,2.0,Hire,
review-clean4-messy-INT-0031656,review-clean4-messy-APP-018641,review-clean4-messy-CAND-01698,Phone Screen,08/27T15:00:00/2026,,Scheduled,N/A,1.2,4.8,Leaning No,
review-clean4-messy-INT-0031657,review-clean4-messy-APP-018641,review-clean4-messy-CAND-01698,Technical,2026-08-29T08:00:00,2026-08-29T13:00:00,Cancelled,NaN,  ,foo,Strong Hire,
review-clean4-messy-INT-0031658,review-clean4-messy-APP-018641,review-clean4-messy-CAND-01698,Technical,09/02T16:00:00/2026,,No hire,3.6,,2.2,Maybe,Economic member require also later word.
review-clean4-messy-INT-0031659,review-clean4-messy-APP-018643,review-clean4-messy-CAND-01431,Phone Screen,08/15T14:00:00/2026,2026-08-15T21:00:00,Completed,,1.9,4.9,Hire,
review-clean4-messy-INT-0031660,review-clean4-messy-APP-018643,review-clean4-messy-CAND-01431,Technical,2026-08-16T08:00:00,2026-08-16T12:00:00,Completed,4.6,4.5,1.6,No Hire,
review-clean4-messy-INT-0031661,review-clean4-messy-APP-018644,review-clean4-messy-CAND-02097,Phone Screen,06/03T16:00:00/2026,,scheduled,2.9,3.4,4.6,Hire,Director teacher begin born indicate.
review-clean4-messy-INT-0031662,review-clean4-messy-APP-018644,review-clean4-messy-CAND-02097,Phone Screen,06/05T17:00:00/2026,2026-06-05T23:00:00,Offer accepted,4.1,2.2,2.3,Leaning No,
review-clean4-messy-INT-0031663,review-clean4-messy-APP-018645,review-clean4-messy-CAND-02431,Phone Screen,2026-08-02T13:00:00,2026-08-02T14:00:00,Completed,,4.8,3.1,Strong Hire,
review-clean4-messy-INT-0031664,review-clean4-messy-APP-018646,review-clean4-messy-CAND-02039,Phone Screen,07/03T13:00:00/2026,2026-07-03T18:00:00,Completed,2.2,1.8,4.0,no hire, Mr the contain place long bag. 
review-clean4-messy-INT-0031665,review-clean4-messy-APP-018646,review-clean4-messy-CAND-02039,Cultural Fit,07/06T10:00:00/2026,07/06T17:00:00/2026,Completed,1.2,foo,3.2,Strong Hire,Race free lot window.
review-clean4-messy-INT-0031666,review-clean4-messy-APP-018647,review-clean4-messy-CAND-02423,Phone Screen,2026-06-25T15:00:00,,Scheduled,3.6,1.4,2.6,Hire,
review-clean4-messy-INT-0031667,review-clean4-messy-APP-018648,review-clean4-messy-CAND-02390, Phone Screen ,2026-08-29T10:00:00,2026-08-29T15:00:00,Cancelled, 3.1 ,2.6,NaN,Hire,
review-clean4-messy-INT-0031668,review-clean4-messy-APP-018651,review-clean4-messy-CAND-02958,Phone Screen,2026-07-17T15:00:00,,Completed,foo,3.4,2.4,Leaning No,
review-clean4-messy-INT-0031669,review-clean4-messy-APP-018652,review-clean4-messy-CAND-03724,Phone Screen,2026-06-22T16:00:00,,Completed,4.6,,4.2,leaning no,
review-clean4-messy-INT-0031670,review-clean4-messy-APP-018652,review-clean4-messy-CAND-03724,Technical,2026-06-25T17:00:00,2026-06-25T19:00:00,Offer accepted,2.6,2.2,1.3,Leaning No,
review-clean4-messy-INT-0031671,review-clean4-messy-APP-018653,review-clean4-messy-CAND-00471,Phone Screen,2026-06-05T08:00:00,06/05T14:00:00/2026,Completed,4.1,4.7,4.4,Hire,
review-clean4-messy-INT-0031672,review-clean4-messy-APP-018653,review-clean4-messy-CAND-00471,Phone Screen,06/06T11:00:00/2026,,Done,1.0,NaN,1.5,Hire,System against number soon after.
